concept_id,magnitude
617,396.90256096306257
618,312.50331262056716
619,287.02722271627863
620,495.5480717071332
621,779.5927597191185
622,321.29157496313564
623,431.70570747274905
624,395.62741772591835
625,320.30020318203606
626,276.07073220424354
627,329.572183446493
628,363.8727028602734
629,340.72342117666267
630,342.53079090826213
631,424.4336664461298
632,362.8143880679272
633,404.21716061537154
634,323.4962683888152
635,358.5794797865674
636,572.2606759583578
637,274.0587009059964
638,384.7244937159121
639,292.15906733530574
640,275.36475217517
641,391.5900650367839
642,302.57105482707266
643,308.0530662709498
644,342.0345541110728
645,460.73215896904003
646,275.9736543984618
647,291.10819625435397
648,331.21640402427875
649,324.526542891399
650,312.207139512524
651,432.83086598012596
652,344.6167654376477
653,356.78216753469314
654,363.3283936989028
655,315.85102135594934
656,303.42725467542186
657,327.9375208420679
658,401.36793584679253
659,303.27964288915973
660,349.52155379834585
661,298.72939608385786
662,311.656959249638
663,825.1748399045318
664,293.48036242020316
665,731.3849245911697
666,294.10654704866465
667,351.4640880647348
668,342.38004570512567
669,340.0490135473665
670,315.33782723743934
671,313.44267154461704
672,310.6277084159665
673,341.29207997384947
674,295.69993385550333
675,573.6107399030589
676,380.9248009623261
677,378.7074186722166
678,414.10543657280505
679,474.0900472854264
680,329.709926606738
681,294.6336517612217
682,299.599573436426
683,399.1985173576977
684,302.12978836428374
685,290.90076673892327
686,276.9439185152296
687,435.99517034343444
688,343.1043540467508
689,338.48372772778384
690,292.45582819017
691,304.9932879593689
692,288.8421580721624
693,388.633411048213
694,353.5797894790303
695,300.4553475161083
696,480.27415900328197
697,405.0472818404669
698,362.2263855279889
699,339.6098299000878
700,318.55279556219466
701,378.0096990671009
702,287.0942607524339
703,389.88153011805844
704,307.5361744471593
705,309.4640464722179
706,323.73219250980765
707,399.28196198819205
708,440.6664930281695
709,342.2906460997183
710,313.8796465010382
711,295.5219767562812
712,316.8230347300414
713,332.2114710222231
714,316.39818344800733
715,468.65343724843115
716,458.6893382142298
717,331.09650213853456
718,512.722379558254
719,323.237154756207
720,269.89439926389605
721,318.889846250182
722,560.4457295739558
723,303.0098014664836
724,342.31813283637166
725,308.16294548055157
726,279.3260849363869
727,484.41793286032043
728,359.0898883685004
729,348.25705798284616
730,317.6280817973893
731,418.1666147764772
732,323.30947845149785
733,309.60845419345424
734,310.5602890967857
735,356.8615671941079
736,325.6128209934104
737,390.68060652306303
738,316.3674125780817
739,301.0145519976504
740,315.36337471404113
741,397.99257328291424
742,339.3748240759596
743,349.4425138713559
744,317.4455437278375
745,471.9070604541339
746,331.8996392786503
747,297.4121019799495
748,287.96839935937896
749,309.4534343332052
750,742.8283167527989
751,326.4474281804869
752,315.5418269513175
753,633.4693544631591
754,290.14535633660853
755,355.1108861134853
756,427.96117241168395
757,381.37251467769966
758,770.3904895239975
759,308.4030532010365
760,449.16966180340387
761,406.2689942275174
762,362.3624429376796
763,291.5608208241174
764,309.99609641940333
765,426.1306061912328
766,337.63601178483805
767,360.17335709324107
768,330.7140820279019
769,495.84287349221995
770,339.0509664363926
771,304.7806334909983
772,276.7168949339539
773,312.59434473636793
774,371.21258735866286
775,351.64902250654995
776,280.5890133397188
777,297.95470025902614
778,313.30258845794015
779,290.68056747782975
780,360.2547489980934
781,567.3461511023343
782,313.34636873495765
783,352.5345385679975
784,432.79611225333065
785,684.126983740367
786,416.4379915953614
787,470.37605130765587
788,350.113234541961
789,518.9383772150613
790,312.26670706586447
791,317.61608126049396
792,317.17454141331837
793,397.14580650045536
794,351.2653429596685
795,377.33009184966795
796,456.97544923075475
797,325.7578589791665
798,335.4911673180759
799,316.32129650888965
