node_id,structural_label,dominant_domain,structural_importance (Singular Value),Z_TruthfulQA,Z_ETHICS,Z_MMLU,Z_Logic,Z_GPQA_PhD,Z_RedTeaming
0,erie + cabe,MMLU,6.198521137237549,5.757749620844771,0.0,10.165531866955556,2.2927444918544087,0.0,9.155896993260328
1,sens + particularly,MMLU,5.553897380828857,2.9676156570976233,0.0,3.4316137305067125,1.1177931948985618,0.0,2.5548617780781977
2,cum + transp,TruthfulQA,5.378855228424072,9.906200336351453,0.0,6.511637428644352,9.740465817617833,0.0,4.698261114572308
3,subt + demonst,TruthfulQA,5.316505432128906,2.6374125643042103,0.0,1.9750650011809978,1.0144967074864295,0.0,1.4993470992002622
4,prototyp + slog,Logic,5.218853950500488,2.7953737311210456,0.0,2.7215194814738437,5.89947959104358,0.0,5.225993542274396
5,لكل + imperfect,RedTeaming,5.17939567565918,5.0412120054380205,0.0,4.290232258234208,2.35206233776069,0.0,9.532621149288989
6,forecasted + mediums,RedTeaming,5.144027233123779,0.7446249054975717,0.0,1.056935342009633,5.105117108240254,0.0,6.030427585136472
7,originally + newfound,MMLU,5.096532821655273,3.7770207032832843,0.0,7.708833957228175,2.2508394756342334,0.0,5.375888460465913
8,simple + then,RedTeaming,5.068693161010742,2.421373911616541,0.0,2.1976034423807107,3.5874981681832123,0.0,5.0376625465807185
9,rad + opportun,RedTeaming,5.003523349761963,2.534523975630239,0.0,4.173876165299466,3.3362778550845986,0.0,4.827626461702314
10,updated + 必要的,TruthfulQA,4.98406457901001,3.986688594510771,0.0,1.50685397864639,2.378281228107447,0.0,3.468653709776206
11,effectively + orchest,RedTeaming,4.95291805267334,2.3814828550065426,0.0,2.503929331022111,0.7511688210778229,0.0,3.1030475605861167
12,nowadays + gigant,MMLU,4.941512584686279,1.4486819397839992,0.0,1.7919477843676668,1.282518956813912,0.0,1.5008230194159617
13,notable + barely,Logic,4.930315971374512,1.5320652492935363,0.0,1.3874899880027776,1.79710138678229,0.0,0.8146977283814981
14,recently + currently,TruthfulQA,4.916852951049805,2.707529193730637,0.0,1.7048610658345398,0.4261227432756597,0.0,0.9171923160494297
15,carefully + Initial,MMLU,4.8831682205200195,1.7475500019214827,0.0,2.8038177259664883,0.9465667013218775,0.0,0.802499168575072
16,continually + materially,Logic,4.8786516189575195,1.7417980156101731,0.0,1.3941917408499116,3.999474393236505,0.0,1.8693453983712323
17,clam + denomin,MMLU,4.858486652374268,1.3534217640451875,0.0,1.4411532648058785,1.0563836344072661,0.0,1.046842504183074
18,succes + signif,MMLU,4.831086158752441,1.5175515527007777,0.0,4.078340024170148,1.4689059558374173,0.0,1.1052325124046838
19,日常生活 + both,TruthfulQA,4.80567741394043,7.96517804665258,0.0,5.089346886981665,0.9723307862377605,0.0,4.582655325913195
20,his + atop,MMLU,4.7975945472717285,1.5606481547399684,0.0,1.6113721257919829,0.9501078875292219,0.0,0.7206790323936193
21,defa + ever,Logic,4.7707200050354,1.1377570846007328,0.0,0.8355020287250717,1.616616506644203,0.0,1.3555456024030053
22,often + penchant,MMLU,4.728122711181641,2.012035063267178,0.0,2.1189484842266726,1.8626564676058355,0.0,1.7534787190599517
23,confidently + сразу,TruthfulQA,4.711959362030029,2.2423148617318915,0.0,1.1765924661095415,2.127271110933931,0.0,1.781624020552081
24,famili + unattended,Logic,4.704718112945557,0.9998654200095642,0.0,1.34863240102815,2.087488197201234,0.0,1.1910845254599005
25,personal + part,TruthfulQA,4.694119453430176,2.6717201065408607,0.0,1.0413218786358531,0.16284619141326953,0.0,1.5560292578659083
26,insp + trac,RedTeaming,4.6912102699279785,1.792568349025775,0.0,1.5040996115062772,0.8004179018163298,0.0,1.8954988143752314
27,هنگام + honed,TruthfulQA,4.665030479431152,3.467279981129152,0.0,2.749088736969029,0.6098811356235724,0.0,0.6268336733143686
28,altogether + 和一个,MMLU,4.662004470825195,1.0629786993320207,0.0,2.811840684261485,0.9742728602797935,0.0,0.18501263677995206
29,helpful + requisite,TruthfulQA,4.653155326843262,1.0609197918471835,0.0,0.8462458119213249,0.5982314845314266,0.0,0.6279946724973651
30,خلق + unspecified,TruthfulQA,4.635792255401611,2.8220334354649825,0.0,1.3788063502369332,1.8127754626705892,0.0,0.23268195800061178
31,already + relevant,RedTeaming,4.622310161590576,1.6269381863938979,0.0,1.4419827293175729,0.5820488279908855,0.0,2.1855103236444546
32,later + additional,RedTeaming,4.604454040527344,1.2295160424271938,0.0,2.1681859878312633,0.5650001628586144,0.0,6.197117667750584
33,thoroughly + successfully,TruthfulQA,4.596927642822266,1.2578894857334313,0.0,0.9451562338266797,0.4295494074426659,0.0,0.6389726452516616
34,now + unprecedented,RedTeaming,4.581418991088867,2.0440364810030065,0.0,2.013361308346993,0.8502195146239431,0.0,2.7348930721229
35,only + our,Logic,4.57244873046875,1.3292915293719256,0.0,1.1727931953318818,5.707086790688356,0.0,3.4507213685644724
36,annual + pux,Logic,4.566045761108398,1.4400113908521341,0.0,1.1674629924688378,1.8442120290933195,0.0,0.3267691607942207
37,oldest + placeholders,MMLU,4.549995422363281,0.8386566433253765,0.0,1.8972701204194498,0.6058187207919952,0.0,0.8346822716594611
38,impartial + watert,Logic,4.545520782470703,0.34346851423620084,0.0,0.6239181457127655,2.9958089646762094,0.0,1.3270780578705241
39,incoming + ange,MMLU,4.525158405303955,0.8855531471697524,0.0,0.9155137309112477,0.4217382869601192,0.0,0.7514983889486717
40,using + state,MMLU,4.520264625549316,0.6855844171153056,0.0,1.483287004049263,0.2180076763616719,0.0,1.2067011692500895
41,dud + misch,MMLU,4.510763645172119,4.231578861800446,0.0,5.5839112945561,0.4803087102197544,0.0,4.107922814069338
42,ofer + repeatedly,RedTeaming,4.504580020904541,2.4692642597107937,0.0,0.7428039684070814,2.54387557684541,0.0,3.53471184139967
43,either + keb,MMLU,4.4834723472595215,0.32292816020131726,0.0,0.5335171968271831,0.20119399610139718,0.0,0.27692695848596743
44,perfectly + pre,Logic,4.482002258300781,1.2035962830922573,0.0,0.9557118864451688,4.272991919906544,0.0,2.4199472840130274
45,potentially + مقاب,TruthfulQA,4.471799850463867,1.3040614373489436,0.0,0.7789476453371872,0.5260146155787139,0.0,1.2052671354684446
46,arguably + yesterday,TruthfulQA,4.463581562042236,1.1640135713480837,0.0,0.7000215301865997,0.2912455557759849,0.0,0.9419215233124373
47,segera + Toh,TruthfulQA,4.448293209075928,2.070349489856998,0.0,1.7682674912597907,1.3172857214358407,0.0,0.4751841577044037
48,rival + offline,MMLU,4.442500114440918,1.849319865271834,0.0,3.245709270984578,0.1698289409981239,0.0,2.842817510664659
49,Sparta + then,TruthfulQA,4.431062698364258,2.6100405179693515,0.0,1.8531801216569914,2.3826440054115454,0.0,0.6391490434509859
50,correctly + fak,TruthfulQA,4.426640510559082,1.8601895555484187,0.0,1.1205326814221126,0.4251280707503229,0.0,0.40625574223331484
51,المشار + further,Logic,4.412493705749512,0.5008165979734869,0.0,0.8736550407596748,4.5765318455832364,0.0,1.4548630430233647
52,cost + origine,Logic,4.404383182525635,0.591495420452195,0.0,1.23729711542729,2.738531158361006,0.0,2.599905913729534
53,potentially + overall,MMLU,4.398472785949707,1.8901024205216317,0.0,2.20968106968527,0.7373350973255871,0.0,0.5577963306405505
54,additional + also,RedTeaming,4.3872151374816895,0.4786522424763877,0.0,0.7552942135433439,1.0581419966986547,0.0,1.9674632171187325
55,typically + соглас,TruthfulQA,4.379074573516846,3.4859555953397767,0.0,1.2968747365738231,0.10393340058554615,0.0,1.9291255956040994
56,reputed + profess,MMLU,4.373724460601807,0.15868772102069598,0.0,0.9304814999807989,0.25365127888207667,0.0,0.34346453303925556
57,제대로 + 都没有,MMLU,4.366950988769531,0.56864225689139,0.0,2.262113458045636,1.5308039054354738,0.0,0.19254499841393508
58,subs + hor,RedTeaming,4.355968475341797,2.1778256547979247,0.0,1.268572273037669,0.2854289601297363,0.0,3.6843432763974002
59,unlike + self,RedTeaming,4.350944519042969,0.14561210182673495,0.0,0.5919871774668425,0.09345332348311351,0.0,0.8743229955193786
60,you + listed,MMLU,4.3408427238464355,0.8211245675089289,0.0,3.6080289130318,0.0393547224460243,0.0,1.1390636304076966
61,vigil + küresel,MMLU,4.337981700897217,0.6019843863430058,0.0,2.067124558282485,1.2051050877783402,0.0,0.24313021544104152
62,φορ + appr,Logic,4.322319984436035,0.6997576520004548,0.0,1.4749073969968844,1.6961915732246569,0.0,1.2122212890696973
63,придум + sistemat,Logic,4.320742607116699,1.3914433069817853,0.0,0.41457446762134675,1.897997833706955,0.0,0.16775968561066737
64,elic + before,Logic,4.317338466644287,0.30794076034954704,0.0,0.21227800065580396,2.0457901246270427,0.0,0.07452032899035425
65,internal + stup,Logic,4.314273834228516,0.47689237375680543,0.0,0.18295475705560627,0.6706277114827245,0.0,0.40140285620762894
66,apparently + ready,TruthfulQA,4.2966156005859375,0.4206596027411981,0.0,0.23993069249206772,0.22199191262179765,0.0,0.3376110870429141
67,explor + historische,TruthfulQA,4.286716461181641,0.43276931969209176,0.0,0.34439192024473997,0.33659459971899724,0.0,0.19073856861237173
68,dealings + eer,MMLU,4.279407024383545,1.9843232315901982,0.0,2.8552146986962286,1.1656330907858183,0.0,1.1113563615647128
69,ble + veda,RedTeaming,4.275935649871826,0.5906182449033184,0.0,0.6541867127690221,-0.32823168971586436,0.0,1.1914349315577482
70,gratu + examples,MMLU,4.266075134277344,0.25084376734214875,0.0,1.5232925011984848,0.20503383583432103,0.0,0.2734402378672552
71,quot + gener,RedTeaming,4.263281345367432,1.1147578917624137,0.0,0.7171287712571127,-0.015318278678115747,0.0,2.328634005741951
72,individual + boasts,TruthfulQA,4.2622880935668945,1.6857433805490116,0.0,0.28471008507837364,0.8121889222909757,0.0,0.0182555601961167
73,enn + habitu,MMLU,4.255170822143555,7.3062119093278035,0.0,7.94699701447777,2.321510849031441,0.0,0.9172192199649014
74,learnings + problemat,MMLU,4.24968147277832,0.41905292745951517,0.0,3.6867837032208497,3.532126615817452,0.0,0.16710330607021806
75,allá + funge,MMLU,4.240428447723389,-0.08119012008143107,0.0,0.8687223390542765,0.22583951710785144,0.0,0.2637535568023205
76,vit + vital,TruthfulQA,4.2288432121276855,2.0541888932973205,0.0,0.17776906238581464,0.09888414840310046,0.0,0.09722270986364154
77,initially + alge,RedTeaming,4.22667932510376,0.6169000773859242,0.0,0.5896598417814035,-0.015538166565193334,0.0,4.167745037319908
78,unsuccessfully + currently,RedTeaming,4.218525409698486,0.8556153793404796,0.0,0.7027282652648179,0.09791894041154416,0.0,1.130394029641674
