node_id,label,domain,color,weight_importance,Z_ETHICS,Z_MMLU,Z_GPQA_PhD,Z_RedTeaming
221,uts + uite,MMLU,#3498db,5.460361957550049,0.0,0.6519181209077715,0.0,-0.019018168241705734
222,积极配合 + Major,MMLU,#3498db,5.456533908843994,0.0,3.0028170210038816,0.0,0.742106156966903
223,Lightweight + TLC,MMLU,#3498db,5.454237461090088,0.0,0.7682542679030281,0.0,-0.3101713985721153
224,term + Swinger,MMLU,#3498db,5.453490734100342,0.0,1.1272404262031328,0.0,0.5342003052340807
225,posed + ike,MMLU,#3498db,5.451553821563721,0.0,1.6401434155853216,0.0,0.026279139469203877
226,remar + влад,RedTeaming,#34495e,5.448666572570801,0.0,0.1504666967007578,0.0,1.0960853349695814
227,aries + Slot,MMLU,#3498db,5.4470534324646,0.0,0.821604822013592,0.0,0.5135764056371738
228,ses + Included,RedTeaming,#34495e,5.445196628570557,0.0,0.11407776031354763,0.0,1.3614848916953517
229,mini + muschi,MMLU,#3498db,5.444972991943359,0.0,0.21297203651171356,0.0,0.03684875335980113
230,SIGNAL + odate,RedTeaming,#34495e,5.442475318908691,0.0,1.1625378612118527,0.0,2.092946414078911
231,Spl + ILINE,MMLU,#3498db,5.431870460510254,0.0,0.3671495677871731,0.0,-0.44824963286378194
232,不代表 + reap,MMLU,#3498db,5.430934429168701,0.0,1.8853393971880474,0.0,0.07352389762728677
233,secure + ede,MMLU,#3498db,5.4297895431518555,0.0,1.0056847139609855,0.0,-0.011844155829863184
234,Cop + Cop,MMLU,#3498db,5.427037715911865,0.0,5.9287989652372834,0.0,4.013101785558279
235,不足以 + egr,RedTeaming,#34495e,5.4264607429504395,0.0,1.8030690302365642,0.0,3.2355315848400195
236,UTO + PANEL,MMLU,#3498db,5.423079490661621,0.0,1.3302723956340783,0.0,1.1401890355669975
237,Variable + ogg,MMLU,#3498db,5.419576168060303,0.0,0.8107972439686686,0.0,-0.059029238111628295
238,propri + reg,MMLU,#3498db,5.4192914962768555,0.0,1.0940596375948948,0.0,1.064593976776084
239,oftware + lined,MMLU,#3498db,5.417196273803711,0.0,0.10690440631852559,0.0,0.059506338369854785
240,AppComponent + egov,MMLU,#3498db,5.413460731506348,0.0,0.0901390127243848,0.0,-0.04417798893233842
241,Laurie + 为代表的,MMLU,#3498db,5.4113993644714355,0.0,0.08327566268398602,0.0,-0.34254280970419315
242,chn + comments,MMLU,#3498db,5.410109043121338,0.0,0.317428165669896,0.0,0.09064730676490769
243,mát + 线上线下,MMLU,#3498db,5.406002044677734,0.0,0.5411083305736301,0.0,-0.06672123919410422
244,ndl + Pont,RedTeaming,#34495e,5.405262470245361,0.0,0.9201550887290055,0.0,2.8676575353989002
245,щик + SCALE,RedTeaming,#34495e,5.401987552642822,0.0,1.6073256369245474,0.0,2.153584008374584
246,isp + ossible,MMLU,#3498db,5.398082733154297,0.0,0.39662206012429047,0.0,-0.29736918470404405
